ID	Ensembl_Gene_ID	Entrez_ID	pcl.1	pcl.2	pc.mean	pc.sd	NonHDACi.score	HDACi.score	std.dev	Api	Mo	Oxa	Pan	SBHA	Scr	Sodbuty	Tac	TSA	Vor	X2.DG	X5.FU	Ant	Ble	CdCl2	Cisp	CPT	HU	Tun	Vin
INPP5F	ENSG00000198825	22876	-0.117623635064692	0.059602005304549	0.60785992327896	1.05916581866928	-0.344967832	1.560687679	0.934340887	1.5209349643018	0.297538055374159	1.52049483626382	1.88942717236191	1.73281801416518	1.93596285615326	2.17028180693865	1.13424626163017	1.67993223123232	1.72524058808007	-0.0952992462316128	-0.343688686969758	0.264385260021869	-0.327293443035739	-0.532277426231096	-0.30594185055549	-0.723945873636846	-0.538944877070273	-0.320699008405938	-0.525973168807251
JADE2	ENSG00000043143	23338	0.111426479471607	-0.140182619915012	-0.942609793277259	0.997465643462594	-0.113271175	-1.771948412	1.050310707	-2.65691670511292	-0.34015924481566	-2.23703197158703	-2.06306217621092	-1.7173912028994	-1.84709517762765	-2.53749814752962	-0.728605742205504	-1.95424377860367	-1.63747996984153	-0.065999947779811	0.0471266458005646	-0.0437913481069625	-0.0828075314798071	-0.223395673129842	-0.44914164197456	-0.0882178956973911	-0.106837120079732	-0.298489834238674	0.178842597574929
JARID2	ENSG00000008083	3720	-0.10214061746881	-0.103894178628551	0.285242736948863	1.39964994428993	-0.813654818	1.384140292	1.367650261	1.41256843379551	1.14766069642387	1.35054595400986	1.41658469558511	1.74595102175513	1.79222572335959	1.44477034426126	0.700893795609875	1.28031610898642	1.5498861420341	-1.21706228287114	-0.585734929452608	0.599885314802178	-1.417196514662	-1.60114416403528	-2.11861643721991	-2.6052302405388	-0.156067469351105	0.0927968111179257	0.871821735367284
KLHL42	ENSG00000087448	57542	0.117672166100889	-0.041867411723608	-0.487589338704035	1.00214625036891	0.392587415	-1.367766093	0.961964899	-1.34904346476075	-0.436243488165201	-1.54727521014443	-1.94161220096146	-1.71844223672847	-1.7379271178579	-1.56422841660548	-0.355162294440104	-1.32001373741678	-1.70771276099429	0.494823346626934	0.323837228903575	0.319019952883855	0.721648500756499	0.472526878737168	0.606232000881228	0.39939458899543	0.753191082744656	-0.359708806101549	0.194909379566363
LIPH	ENSG00000163898	200879	-0.0969637572779244	-0.331438447027387	0.290058771927502	1.36403972756411	-0.818911091	1.399028635	1.288521633	1.02324620764784	2.16067993859555	0.857376027724635	1.2541076016915	1.08540320912621	1.3534919091669	1.07002932658611	2.47081267247142	1.43992867864316	1.27521078054292	-1.81792303471994	-0.542928417861116	-0.486524415036762	-1.99393972873164	-1.45271791607006	-0.992101421384272	-0.540736401353585	-1.68600835075855	0.403750982425991	0.920017789843727
MEPCE	ENSG00000146834	56257	0.110857201173279	-0.105842025647151	-0.684464617913118	1.05728081957286	0.186865871	-1.555795107	1.095508082	-2.10610329942071	-0.83603167671867	-1.74018342505172	-1.75018697115322	-2.40412399989682	-1.52232770804514	-1.31745555867311	0.124774451099305	-2.0728991383638	-1.93341374047123	0.0178622168441258	-0.381020778506975	0.109430037048068	0.522681100407985	0.384160889629007	0.107569778809508	0.589165221770078	0.425907747869008	-0.38750634979037	0.48040884435232
MSL1	ENSG00000188895	339287	0.116932802272074	-0.0468825813543564	-0.864476499113158	1.08399288832714	0.164010747	-1.892963745	0.770489707	-2.1531810814423	-1.42521565235589	-1.98538720010537	-1.91757133490487	-1.95883395464567	-2.05788987900323	-1.80258241580201	-1.45782397474086	-2.02252000067324	-2.14863196012883	0.104826933861855	0.221404991011183	-0.0433757269796358	0.0634205576249918	-0.258706029151719	0.509487665513796	0.531097749494029	0.021859190046744	0.108784772039193	0.381307368078671
MXI1	ENSG00000119950	4601	-0.114846560990416	0.0118598256275476	0.790574137035891	1.24801604859971	-0.244456996	1.82560527	1.189144869	1.87677952642934	0.21570594965085	1.68195852298058	2.04681284213998	2.31881463494466	2.65808639875246	2.08627332960386	0.859769373798028	2.25350122422558	2.25835089709459	-0.953153827658053	-0.123311547306751	0.719400921642893	-1.15542326554997	-0.460362641168396	0.0774597632328693	-0.228940762913584	-0.750711794802246	0.428461534561082	0.00201166106004314
MYBL1	ENSG00000185697	4603	-0.110466827816625	0.0402491292742214	1.31159308939054	1.15468607913503	0.344209781	2.278976397	1.121800911	2.86732363647397	0.714063511930641	2.6510875505656	2.41925012162932	2.0719792511889	2.66613039367622	3.42866015940106	1.71589246006171	2.15773406966993	2.09764281881353	-0.0164196175426683	0.695130034614665	0.411458386457	0.0894244738743599	-0.394027790736873	0.460180817915631	1.13044642194118	0.769968839213129	0.262306573239519	0.0336296754240652
MYO1E	ENSG00000157483	4643	-0.112656353572728	-0.171621235318336	0.2989530835195	0.856690999459654	-0.437888866	1.035795033	0.929574849	1.00953004166855	0.707510322901922	0.897709061025451	1.12073587728241	1.08028286605381	1.25384233645997	1.06329466755561	0.967704272586711	1.16816586254817	1.08917502310248	-0.880148559290309	0.0927954907313553	-0.231258097420665	-1.01703487255673	-0.812988089195517	-0.139875195429891	-1.03153085955808	-0.952475012009702	0.0799079024423304	0.513718631492132
